;5ppm;5ppm
R1;4.023443986966657;7.549317955761858
R2;13.783078657361836;20.124942285341273
R3;1.2324822529448554;9.978741779047361
R4;3.6731791056977103;5.919188882207527
R5;-0.3654069373049684;2.548563271892279
R6;3.2919442269399246;6.946730530048417
R7;1.506480195066473;2.6901920755664666
R8;2.6300459515496755;6.534547508792032
