;5ppm;10ppm
R1;1.5003073140749779;10.395077484047377
R2;8.358981171638247;27.29918971473404
R3;-0.17152818511231294;11.568213007890993
R4;1.9388929614053918;7.825789754699075
R5;-0.602150537634405;3.0618577598977126
R6;1.911690538632227;8.62943505033722
R7;0.6681199645808267;3.65290344210083
R8;1.152649034139408;8.077255262818039
