Time;R1;R2;R3;R4;R5;R6;R7;R8;Humidity;Temperature;Indexes
2044;14831;27666;15736;26969;6218;45929;45360;30250;9.71;42.46;Air
2045;14836;27637;15724;27011;6222;45952;45383;30233;9.64;42.45;Air
2046;14816;27644;15827;26939;6178;45869;45405;30266;9.71;42.44;Air
2047;14747;27627;15798;26956;6216;45935;45399;30233;9.67;42.46;Air
2048;14790;27645;15796;26905;6175;45928;45309;30222;9.71;42.45;Air
2049;14854;27641;15764;26976;6155;45965;45396;30219;9.67;42.46;Air
2050;14835;27648;15734;26987;6195;45923;45401;30222;9.64;42.45;Air
2051;14868;27587;15799;26977;6234;45968;45420;30300;9.71;42.44;Air
2052;14848;27636;15859;26914;6275;45967;45309;30160;9.71;42.45;Air
2053;14911;27678;15719;26993;6183;45950;45423;30248;9.67;42.45;Air
2054;14885;27727;15735;26955;6262;45825;45315;30195;9.71;42.45;Air
2055;14853;27664;15736;26955;6216;45921;45395;30208;9.71;42.45;Air
2056;14811;27737;15726;26922;6181;45997;45357;30299;9.71;42.46;Air
2057;14839;27700;15711;26966;6245;46015;45392;30247;9.71;42.46;Air
2058;14851;27671;15725;27029;6162;45973;45374;30234;9.71;42.45;Air
2059;14955;27562;15792;27015;6177;45959;45347;30210;9.67;42.45;Air
2060;14879;27709;15794;27037;6196;45965;45388;30260;9.67;42.45;Air
2061;14826;27658;15780;27002;6235;46001;45382;30315;9.71;42.46;Air
2062;14870;27632;15698;27034;6233;45989;45359;30208;9.71;42.46;Air
2063;14876;27633;15748;26996;6235;46016;45389;30229;9.71;42.45;Air
2064;14907;27684;15759;26976;6129;46027;45355;30297;9.71;42.45;Air
2065;14853;27645;15663;27056;6158;45905;45436;30273;9.64;42.46;Air
2066;14770;27726;15734;26959;6162;45947;45356;30234;9.71;42.46;Air
2067;14892;27650;15781;27009;6148;46036;45389;30300;9.71;42.46;Air
2068;14889;27644;15823;26984;6229;45983;45321;30187;9.71;42.46;Air
2069;14877;27572;15777;27000;6147;46037;45358;30252;9.64;42.45;Air
2070;14934;27655;15788;27030;6278;46026;45333;30265;9.71;42.46;Air
2071;14835;27625;15743;27015;6203;45981;45372;30189;9.71;42.46;Air
2072;14883;27660;15747;26980;6204;46016;45415;30193;9.71;42.46;Air
2073;14874;27658;15677;27060;6175;45845;45298;30209;9.64;42.44;Air
2074;14844;27629;15715;26999;6205;45975;45358;30232;9.64;42.46;Air
2075;14856;27595;15650;26935;6188;45917;45343;30255;9.64;42.45;Air
2076;14870;27643;15561;27052;6178;46005;45386;30197;9.56;42.45;Air
2077;14776;27678;15572;26970;6163;45939;45349;30195;9.49;42.46;Air
2078;14828;27585;15519;27022;6212;45938;45327;30150;9.49;42.46;Air
2079;14762;27652;15497;26899;6197;45946;45399;30146;9.49;42.44;Air
2080;14843;27693;15545;26941;6221;45903;45352;30235;9.49;42.45;Air
2081;14825;27581;15505;27015;6152;45894;45276;30242;9.41;42.45;Air
2082;14759;27593;15398;26960;6195;45970;45366;30172;9.41;42.45;Air
2083;14831;27661;15448;26956;6151;45939;45285;30187;9.41;42.46;Air
2084;14847;27504;15480;27026;6204;45873;45341;30250;9.41;42.45;Air
2085;14716;27578;15405;26958;6158;45868;45317;30238;9.34;42.46;Air
2086;14803;27584;15458;26892;6220;45900;45338;30148;9.34;42.44;Air
2087;14779;27592;15441;26884;6238;45928;45280;30141;9.26;42.45;Air
2088;14767;27530;15421;26882;6213;45945;45323;30197;9.3;42.46;Air
2089;14705;27548;15358;26955;6161;45905;45295;30185;9.26;42.45;Air
2090;14805;27523;15331;26949;6199;45963;45322;30123;9.26;42.46;Air
2091;14743;27461;15311;26842;6214;45882;45327;30200;9.26;42.45;Air
2092;14703;27461;15370;26938;6230;45928;45286;30048;9.3;42.46;Air
2093;14755;27507;15339;26895;6179;45915;45279;30097;9.26;42.46;Air
2094;14793;27543;15345;26885;6254;45858;45331;30130;9.26;42.45;Air
2095;14732;27449;15307;26947;6184;45862;45226;30066;9.23;42.45;Air
2096;14745;27450;15293;26835;6165;45904;45324;30146;9.34;42.45;Air
2097;14739;27489;15324;26892;6154;45851;45343;30114;9.26;42.45;Air
2098;14746;27379;15288;26869;6190;45855;45292;30169;9.26;42.45;Air
2099;14709;27454;15280;26884;6192;45730;45219;30097;9.19;42.45;Air
2100;14763;27444;15277;26883;6212;45814;45236;30137;9.26;42.45;Air
2101;14800;27507;15321;26863;6118;45788;45288;30114;9.26;42.46;Air
2102;14768;27502;15269;26867;6200;45842;45270;30076;9.26;42.45;Air
2103;14763;27467;15281;26900;6152;45808;45211;30034;9.26;42.46;Air
2104;14725;27451;15259;26887;6166;45824;45276;30089;9.19;42.44;Air
2105;14704;27478;15232;26875;6198;45822;45209;30015;9.19;42.46;Air
2106;14735;27483;15322;26876;6236;45771;45228;30113;9.19;42.46;Air
2107;14699;27502;15230;26941;6086;45820;45203;30091;9.19;42.45;Air
2108;14688;27433;15236;26868;6180;45812;45239;30094;9.19;42.45;Air
2109;14740;27499;15258;26886;6191;45866;45219;30049;9.19;42.46;Air
2110;14688;27453;15282;26827;6156;45816;45220;30082;9.19;42.45;Air
2111;14697;27566;15297;26846;6169;45861;45224;30127;9.19;42.45;Air
2112;14691;27506;15309;26831;6115;45862;45230;30133;9.19;42.44;Air
2113;14649;27500;15270;26815;6143;45892;45196;30124;9.19;42.44;Air
2114;14629;27438;15289;26929;6258;45781;45163;30014;9.19;42.46;Air
2115;14732;27404;15238;26752;6138;45849;45164;30026;9.19;42.45;Air
2116;14720;27463;15230;26880;6138;45856;45165;30079;9.19;42.45;Air
2117;14673;27485;15330;26805;6157;45797;45233;30031;9.19;42.46;Air
2118;14704;27402;15224;26786;6192;45894;45199;30024;9.19;42.45;Air
2119;14605;27405;15227;26805;6198;45736;45149;30001;9.19;42.45;Air
2120;14667;27446;15212;26833;6154;45840;45220;30045;9.19;42.45;Air
2121;14683;27441;15335;26840;6171;45844;45197;29997;9.19;42.45;Air
2122;14616;27383;15270;26844;6202;45822;45198;30063;9.19;42.44;Air
2123;14720;27387;15250;26799;6175;45867;45164;30027;9.19;42.45;Air
2124;14548;27397;15241;26780;6186;45767;45161;30010;9.19;42.45;Air
2125;14587;27442;15211;26898;6142;45852;45149;30054;9.19;42.46;Air
2126;14602;27466;15199;26843;6150;45864;45174;30075;9.19;42.45;Air
2127;14715;27417;15284;26773;6214;45847;45196;30071;9.19;42.45;Air
2128;14625;27418;15259;26823;6146;45756;45232;30072;9.19;42.44;Air
2129;14659;27463;15201;26792;6168;45857;45202;30126;9.19;42.45;Air
2130;14591;27445;15294;26871;6237;45759;45135;30018;9.19;42.46;Air
2131;14683;27422;15293;26799;6169;45862;45201;30070;9.12;42.44;Air
2132;14614;27462;15202;26793;6193;45837;45137;30026;9.19;42.46;Air
2133;14672;27399;15237;26852;6163;45866;45231;30023;9.15;42.46;Air
2134;14654;27458;15248;26797;6149;45802;45172;30009;9.19;42.46;Air
2135;14617;27514;15188;26796;6154;45777;45136;30059;9.19;42.45;Air
2136;14571;27485;15181;26819;6176;45820;45173;30074;9.19;42.45;Air
2137;14647;27433;15231;26741;6133;45743;45132;29992;9.19;42.46;Air
2138;14627;27527;15270;26819;6216;45845;45148;30024;9.19;42.45;Air
2139;14679;27426;15236;26739;6173;45842;45150;30016;9.19;42.45;Air
2140;14590;27302;15247;26771;6174;45814;45204;30034;9.12;42.45;Air
2141;14656;27389;15208;26707;6184;45834;45117;30015;9.19;42.45;Air
2142;14618;27437;15275;26740;6144;45833;45164;30026;9.19;42.45;Air
2143;14658;27393;15327;26772;6125;45844;45199;30019;9.19;42.46;Air
2144;14639;27434;15244;26806;6234;45811;45157;29945;9.19;42.44;Air
2145;14574;27422;15205;26809;6077;45802;45199;29974;9.19;42.44;Air
2146;14607;27448;15259;26747;6196;45731;45131;29993;9.19;42.46;Air
2147;14595;27354;15266;26781;6164;45757;45163;29972;9.19;42.45;Air
2148;14639;27445;15240;26780;6176;45806;45141;30052;9.19;42.45;Air
2149;14613;27351;15208;26799;6150;45775;45147;29972;9.19;42.45;Air
2150;14539;27450;15288;26782;6166;45786;45177;29983;9.15;42.45;Air
2151;14625;27328;15238;26847;6196;45733;45189;30022;9.19;42.45;Air
2152;14609;27344;15269;26836;6138;45759;45184;30006;9.19;42.45;Air
2153;14592;27351;15210;26851;6083;45794;45198;30024;9.19;42.46;Air
2154;14549;27446;15231;26835;6180;45823;45160;30043;9.15;42.45;Air
2155;14562;27409;15237;26777;6181;45765;45060;30046;9.19;42.46;Air
2156;14576;27318;15258;26790;6111;45725;45197;29980;9.19;42.46;Air
2157;14549;27394;15259;26837;6139;45696;45134;29991;9.19;42.45;Air
2158;14619;27468;15254;26758;6112;45710;45153;29877;9.19;42.46;Air
2159;14628;27393;15327;26746;6178;45753;45121;29935;9.19;42.46;Air
2160;14582;27407;15196;26758;6145;45734;45107;29940;9.15;42.44;Air
2161;14536;27494;15296;26803;6185;45743;45111;29948;9.19;42.46;Air
2162;14542;27470;15225;26742;6039;45746;45103;29914;9.15;42.45;Air
2163;14603;27459;15260;26707;6201;45709;45160;29939;9.19;42.45;Air
2164;14571;27439;15231;26763;6103;45676;45161;29983;9.19;42.46;Air
2165;14596;27419;15273;26763;6172;45724;45172;29905;9.12;42.46;Air
2166;14606;27310;15207;26714;6172;45740;45136;29932;9.19;42.46;Air
2167;14511;27437;15184;26764;6117;45734;45141;29920;9.19;42.46;Air
2168;14598;27278;15222;26781;6158;45709;45147;30056;9.12;42.46;Air
2169;14538;27415;15222;26725;6135;45808;45125;29962;9.12;42.47;Air
2170;14565;27282;15205;26772;6137;45788;45143;29993;9.19;42.46;Air
2171;14559;27345;15232;26754;6082;45742;45014;30063;9.19;42.46;Air
2172;14543;27356;15259;26739;6140;45821;45124;29924;9.15;42.45;Air
2173;14582;27399;15280;26827;6126;45814;45140;30017;9.19;42.45;Air
2174;14579;27373;15204;26781;6127;45852;45081;29893;9.19;42.46;Air
2175;14549;27294;15163;26789;6078;45738;45132;29968;9.19;42.46;Air
2176;14598;27377;15235;26786;6126;45791;45093;29922;9.19;42.45;Air
2177;14566;27357;15208;26753;6103;45698;45106;30045;9.19;42.46;Air
2178;14590;27389;15187;26777;6174;45701;45129;29973;9.12;42.46;Air
2179;14549;27421;15224;26659;6185;45595;45004;29979;9.19;42.46;Air
2180;14561;27376;15212;26794;6090;45679;45064;30005;9.19;42.46;Air
2181;14508;27377;15217;26764;6180;45732;44996;29931;9.19;42.45;Air
2182;14556;27417;15213;26743;6217;45801;45171;29962;9.12;42.45;Air
2183;14546;27367;15263;26754;6174;45777;45109;29959;9.19;42.46;Air
2184;14581;27411;15181;26682;6150;45755;45147;30015;9.12;42.45;Air
2185;14536;27377;15263;26732;6135;45693;45100;29983;9.15;42.46;Air
2186;14556;27246;15167;26800;6099;45699;45158;29977;9.19;42.46;Air
2187;14563;27349;15236;26715;6191;45749;45046;29945;9.12;42.46;Air
2188;14576;27442;15212;26726;6124;45799;45147;29971;9.12;42.46;Air
2189;14529;27463;15206;26749;6180;45745;45058;29927;9.19;42.46;Air
2190;14518;27362;15240;26759;6153;45724;45001;29962;9.12;42.45;Air
2191;14545;27400;15247;26725;6151;45673;45101;30033;9.15;42.46;Air
2192;14497;27483;15256;26737;6196;45639;45003;29879;9.12;42.45;Air
2193;14610;27439;15185;26813;6163;45755;45074;29937;9.12;42.45;Air
2194;14561;27296;15214;26774;6049;45751;45105;29926;9.19;42.46;Air
2195;14599;27390;15225;26784;6122;45724;45071;29904;9.12;42.46;Air
2196;14607;27349;15201;26713;6229;45669;45009;29997;9.12;42.45;Air
2197;14554;27437;15247;26748;6115;45606;45046;29947;9.15;42.45;Air
2198;14593;27348;15249;26715;6182;45696;45124;29949;9.12;42.45;Air
2199;14525;27397;15261;26747;6122;45826;45095;29939;9.12;42.45;Air
2200;14579;27448;15180;26662;6121;45717;45077;29969;9.12;42.46;Air
2201;14595;27472;15193;26657;6183;45834;45129;29931;9.12;42.46;Air
2202;14583;27420;15152;26741;6148;45735;45056;29903;9.19;42.45;Air
2203;14469;27402;15143;26795;6109;45765;45032;30021;9.12;42.46;Air
2204;14600;27352;15177;26780;6197;45723;45105;29959;9.12;42.46;Air
2205;14582;27373;15223;26778;6137;45777;45109;29906;9.19;42.45;Air
2206;14510;27446;15195;26792;6108;45679;45096;29933;9.19;42.46;Air
2207;14526;27435;15277;26781;6177;45703;45071;29941;9.12;42.46;Air
2208;14620;27412;15181;26785;6101;45701;45118;29924;9.15;42.46;Air
2209;14512;27461;15139;26793;6127;45731;45071;29932;9.12;42.46;Air
2210;14541;27390;15195;26598;6122;45706;45097;29921;9.19;42.45;Air
2211;14486;27393;15237;26653;6058;45721;45033;29956;9.12;42.47;Air
2212;14531;27356;15172;26730;6128;45748;45044;29950;9.12;42.46;Air
2213;14517;27405;15220;26669;6119;45691;45024;29906;9.19;42.46;Air
2214;14599;27377;15139;26691;6153;45775;45098;29917;9.19;42.45;Air
2215;14535;27352;15208;26692;6111;45738;45027;29909;9.12;42.45;Air
2216;14526;27399;15253;26693;6157;45665;45076;29925;9.12;42.46;Air
2217;14574;27471;15248;26742;6210;45755;45105;29900;9.12;42.46;Air
2218;14529;27441;15141;26703;6152;45712;45022;29955;9.12;42.46;Air
2219;14577;27465;15203;26656;6145;45719;45123;29929;9.15;42.46;Air
2220;14534;27426;15260;26631;6106;45669;44994;29928;9.12;42.45;Air
2221;14464;27335;15240;26641;6152;45657;45041;29946;9.19;42.44;Air
2222;14468;27316;15177;26671;6172;45690;45112;29874;9.12;42.45;Air
2223;14491;27380;15290;26742;6143;45679;45056;29943;9.19;42.46;Air
2224;14522;27280;15270;26702;6074;45752;45005;29901;9.19;42.46;Air
2225;14516;27266;15170;26755;6122;45659;45106;29830;9.19;42.45;Air
2226;14510;27269;15228;26650;6133;45746;44987;29913;9.19;42.46;Air
2227;14521;27332;15203;26718;6134;45775;45062;29840;9.12;42.46;Air
2228;14579;27329;15176;26709;6103;45718;45084;29885;9.12;42.46;Air
2229;14584;27322;15161;26620;6087;45669;45085;29956;9.15;42.46;Air
2230;14495;27286;15194;26712;6124;45714;45030;29939;9.12;42.45;Air
2231;14518;27308;15224;26726;6065;45671;45006;29912;9.12;42.45;Air
2232;14576;27264;15203;26654;6130;45756;45118;29879;9.12;42.46;Air
2233;14527;27326;15183;26713;6119;45727;45019;29909;9.12;42.45;Air
2234;14475;27296;15131;26631;6111;45713;45006;29820;9.19;42.46;Air
2235;14522;27273;15173;26713;6171;45688;44989;29835;9.12;42.45;Air
2236;14531;27352;15166;26662;6095;45759;45023;29869;9.12;42.45;Air
2237;14518;27380;15183;26663;6098;45735;44956;29913;9.12;42.46;Air
2238;14456;27369;15155;26654;6118;45686;45022;29880;9.12;42.46;Air
2239;14461;27325;15183;26644;6068;45702;45060;29824;9.19;42.46;Air
2240;14505;27321;15209;26671;6138;45660;45000;29899;9.12;42.46;Air
2241;14496;27323;15143;26687;6131;45718;45094;29862;9.12;42.45;Air
2242;14507;27307;15259;26644;6056;45702;45047;29868;9.12;42.45;Air
2243;14499;27368;15172;26610;6074;45727;45010;29824;9.15;42.46;Air
2244;14490;27383;15138;26690;6112;45782;45055;29931;9.12;42.47;Air
2245;14494;27420;15198;26636;6069;45703;45035;29884;9.12;42.47;Air
2246;14496;27293;15191;26645;6184;45745;45025;29872;9.12;42.46;Air
2247;14526;27340;15243;26692;6162;45742;44966;29909;9.12;42.46;Air
2248;14448;27336;15211;26694;6134;45724;45068;29833;9.15;42.46;Air
2249;14498;27341;15163;26683;6125;45708;45101;29878;9.12;42.46;Air
2250;14487;27352;15203;26727;6093;45735;45060;29841;9.12;42.46;Air
2251;14442;27311;15189;26609;6168;45673;44985;29875;9.12;42.46;Air
2252;14557;27268;15138;26678;6106;45697;44988;29864;9.12;42.46;Air
2253;14518;27320;15172;26605;6067;45702;44963;29814;9.19;42.46;Air
2254;14509;27307;15211;26740;6061;45710;45082;29903;9.12;42.47;Air
2255;14446;27324;15146;26657;6134;45671;45023;29869;9.12;42.47;Air
2256;14482;27296;15186;26635;6011;45685;44960;29942;9.12;42.47;Air
2257;14409;27265;15172;26594;6062;45638;45066;29883;9.19;42.45;Air
2258;14530;27325;15203;26560;6068;45742;45026;29878;9.12;42.45;Air
2259;14505;27229;15267;26641;6108;45684;45069;29946;9.12;42.46;Air
2260;14534;27256;15164;26728;6134;45694;45038;29906;9.12;42.45;Air
2261;14472;27289;15180;26661;6057;45585;45023;29929;9.12;42.45;Air
2262;14486;27340;15213;26657;6107;45648;44970;29865;9.12;42.46;Air
2263;14486;27207;15197;26700;6093;45603;45013;29850;9.12;42.47;Air
2264;14470;27302;15209;26646;6179;45619;44992;29852;9.12;42.47;Air
2265;14560;27253;15199;26608;6070;45658;45008;29913;9.12;42.45;Air
2266;14533;27310;15171;26580;6143;45678;45046;29899;9.12;42.45;Air
2267;14446;27291;15210;26652;6090;45590;45067;29823;9.19;42.45;Air
2268;14516;27289;15211;26670;6099;45623;44995;29872;9.12;42.45;Air
2269;14424;27293;15165;26696;6036;45602;44969;29814;9.19;42.46;Air
2270;14478;27299;15201;26540;6190;45561;45004;29912;9.15;42.45;Air
2271;14509;27233;15093;26612;6154;45614;44941;29914;9.12;42.47;Air
2272;14516;27264;15173;26634;6114;45691;45049;29867;9.19;42.46;Air
2273;14491;27279;15223;26630;6074;45639;44987;29900;9.12;42.45;Air
2274;14482;27286;15147;26626;6174;45675;45088;29846;9.12;42.46;Air
2275;14431;27286;15203;26707;6122;45684;44981;29877;9.19;42.46;Air
2276;14443;27289;15191;26693;6121;45721;45009;29965;9.19;42.46;Air
2277;14515;27316;15140;26603;6122;45707;44976;29843;9.19;42.46;Air
2278;14502;27345;15165;26733;6082;45710;45028;29839;9.12;42.47;Air
2279;14507;27370;15125;26641;6078;45726;45028;29803;9.12;42.46;Air
2280;14513;27297;15198;26708;6151;45670;45031;29816;9.19;42.47;Air
2281;14412;27376;15184;26667;6113;45702;44938;29836;9.19;42.46;Air
2282;14514;27282;15142;26629;6145;45641;45010;29859;9.12;42.46;Air
2283;14525;27282;15132;26570;6126;45688;45007;29872;9.15;42.47;Air
2284;14504;27275;15203;26570;6136;45642;44995;29871;9.19;42.47;Air
2285;14447;27234;15110;26635;6175;45723;44963;29886;9.19;42.47;Air
2286;14455;27313;15198;26686;6130;45679;44971;29927;9.19;42.47;Air
2287;14511;27242;15120;26623;6059;45598;45024;29869;9.12;42.46;Air
2288;14464;27309;15190;26623;6144;45736;44953;29874;9.15;42.47;Air
2289;14502;27213;15178;26597;6157;45612;45021;29907;9.12;42.46;Air
2290;14495;27325;15190;26671;6032;45688;44999;29866;9.12;42.46;Air
2291;14500;27292;15221;26600;6116;45712;44959;29800;9.12;42.46;Air
2292;14470;27310;15163;26615;6158;45658;44967;29840;9.12;42.46;Air
2293;14479;27307;15244;26563;6168;45659;45032;29901;9.12;42.46;Air
2294;14486;27295;15140;26617;6073;45699;45016;29842;9.19;42.46;Air
2295;14515;27296;15202;26639;6222;45620;44978;29861;9.19;42.45;Air
2296;14452;27330;15191;26662;6110;45606;45001;29918;9.19;42.45;Air
2297;14530;27324;15142;26704;6179;45650;44996;29883;9.12;42.46;Air
2298;14453;27353;15147;26670;6060;45655;44906;29871;9.12;42.46;Air
2299;14535;27239;15176;26560;6102;45634;44999;29870;9.12;42.47;Air
2300;14446;27272;15220;26673;6147;45648;44984;29802;9.15;42.46;Air
2301;14503;27238;15229;26597;6066;45603;44960;29878;9.19;42.47;Air
2302;14474;27270;15166;26596;6060;45720;45057;29805;9.15;42.46;Air
2303;14451;27323;15131;26588;6102;45690;44960;29753;9.15;42.45;Air
2304;14462;27307;15202;26670;6095;45659;44932;29845;9.19;42.46;Air
2305;14544;27287;15253;26689;6172;45668;44999;29905;9.12;42.46;Air
2306;14481;27352;15208;26680;6117;45677;45061;29810;9.12;42.46;Air
2307;14416;27379;15248;26647;6132;45692;44953;29870;9.19;42.47;Air
2308;14456;27272;15206;26627;6167;45602;45039;29894;9.12;42.47;Air
2309;14505;27311;15110;26587;6048;45676;44944;29861;9.12;42.47;Air
2310;14481;27301;15223;26600;6180;45576;44985;29900;9.19;42.45;Air
2311;14449;27395;15177;26615;6137;45653;45022;29885;9.19;42.46;Air
2312;14452;27260;15216;26529;6137;45658;45000;29956;9.19;42.46;Air
2313;14394;27285;15193;26591;6054;45744;45031;29900;9.12;42.46;Air
2314;14464;27271;15182;26563;6066;45672;45024;29828;9.12;42.46;Air
2315;14491;27258;15151;26635;6145;45640;45022;29884;9.19;42.46;Air
2316;14419;27220;15075;26569;6159;45631;44956;29890;9.19;42.45;Air
2317;14502;27248;15205;26612;6096;45566;45008;29870;9.15;42.44;Air
2318;14493;27334;15147;26592;6215;45693;45021;29897;9.19;42.46;Air
2319;14504;27338;15204;26662;6130;45617;44992;29870;9.12;42.46;Air
2320;14468;27296;15216;26706;6134;45646;45007;29890;9.12;42.47;Air
2321;14454;27321;15204;26529;6107;45650;44968;29850;9.19;42.46;Air
2322;14492;27256;15182;26551;6100;45634;45009;29904;9.12;42.46;Air
2323;14490;27260;15172;26603;6123;45613;44918;29865;9.12;42.45;Air
2324;14530;27260;15187;26570;6161;45681;45011;29852;9.12;42.45;Air
2325;14438;27295;15251;26578;6153;45691;44971;29881;9.19;42.45;Air
2326;14455;27252;15223;26657;6054;45704;44951;29930;9.19;42.46;Air
2327;14469;27263;15169;26560;6104;45731;44939;29913;9.19;42.45;Air
2328;14488;27281;15148;26635;6082;45653;44900;29828;9.12;42.45;Air
2329;14453;27277;15231;26677;6054;45654;44989;29826;9.12;42.45;Air
2330;14468;27289;15184;26659;6089;45704;44931;29889;9.12;42.45;Air
2331;14438;27291;15156;26623;6186;45645;44964;29884;9.12;42.45;Air
2332;14443;27284;15232;26557;6124;45645;45003;29909;9.19;42.43;Air
2333;14482;27328;15135;26518;6092;45656;44910;29845;9.12;42.46;Air
2334;14459;27354;15168;26592;6136;45664;44909;29826;9.12;42.45;Air
2335;14480;27313;15217;26582;6045;45608;44928;29874;9.19;42.45;Air
2336;14516;27295;15202;26530;6129;45657;44980;29893;9.19;42.45;Air
2337;14484;27257;15129;26596;6138;45626;44967;29780;9.19;42.46;Air
2338;14519;27234;15230;26536;6117;45603;44919;29793;9.19;42.45;Air
2339;14452;27275;15186;26577;6031;45753;44998;29860;9.12;42.45;Air
2340;14380;27247;15196;26620;6172;45718;44979;29835;9.19;42.45;Air
2341;14404;27271;15172;26582;6186;45690;44951;29823;9.12;42.46;Air
2342;14489;27266;15140;26524;6157;45659;44958;29845;9.12;42.45;Air
2343;14535;27249;15200;26602;6125;45718;44989;29801;9.19;42.46;Air
2344;14418;27279;15230;26582;6060;45696;44918;29873;9.12;42.45;Air
2345;14470;27219;15228;26608;6096;45659;44956;29836;9.19;42.46;Air
2346;14484;27325;15231;26573;6125;45686;44980;29847;9.12;42.46;Air
2347;14433;27305;15247;26635;6166;45621;44956;29850;9.19;42.46;Air
2348;14470;27207;15219;26547;6142;45600;44985;29810;9.19;42.47;Air
2349;14470;27238;15207;26603;6155;45579;44952;29789;9.19;42.47;Air
2350;14385;27306;15170;26587;6019;45647;45004;29833;9.19;42.46;Air
2351;14382;27288;15165;26511;6047;45660;44977;29766;9.19;42.46;Air
2352;14491;27248;15160;26551;6139;45698;44954;29864;9.15;42.45;Air
2353;14408;27353;15139;26591;6093;45606;44893;29841;9.19;42.46;Air
2354;14425;27289;15204;26560;6019;45692;44960;29821;9.19;42.46;Air
2355;14415;27221;15168;26581;6103;45619;45023;29803;9.19;42.45;Air
2356;14488;27264;15182;26479;6152;45677;44979;29783;9.15;42.46;Air
2357;14491;27219;15165;26558;6155;45669;44923;29870;9.19;42.46;Air
2358;14489;27231;15168;26573;6176;45707;44967;29779;9.19;42.47;Air
2359;14437;27231;15161;26581;6165;45589;44990;29796;9.19;42.47;Air
2360;14506;27242;15166;26507;6153;45605;44928;29812;9.12;42.46;Air
2361;14426;27161;15194;26538;6120;45615;44941;29813;9.15;42.45;Air
2362;14424;27220;15234;26568;6198;45616;44940;29827;9.19;42.47;Air
2363;14524;27249;15252;26535;6036;45616;44926;29855;9.19;42.47;Air
2364;14416;27271;15121;26545;6080;45643;44929;29857;9.12;42.46;Air
2365;14450;27203;15172;26539;6131;45720;44937;29814;9.19;42.45;Air
2366;14473;27289;15187;26579;6045;45597;44912;29839;9.12;42.46;Air
2367;14476;27246;15213;26512;6125;45655;44968;29808;9.19;42.47;Air
2368;14425;27277;15211;26571;6087;45607;44937;29835;9.12;42.45;Air
2369;14387;27239;15225;26569;6117;45698;44967;29905;9.15;42.46;Air
2370;14465;27213;15148;26527;6152;45674;44955;29858;9.12;42.45;Air
2371;14442;27197;15132;26622;6144;45634;44935;29875;9.12;42.46;Air
2372;14410;27265;15210;26560;6134;45641;44942;29847;9.12;42.47;Air
2373;14435;27265;15191;26598;6108;45608;44880;29923;9.12;42.46;Air
2374;14447;27313;15197;26589;6122;45646;44916;29919;9.12;42.46;Air
2375;14435;27256;15155;26541;6152;45661;44988;29833;9.19;42.46;Air
2376;14443;27281;15202;26640;6123;45658;44976;29861;9.12;42.46;Air
2377;14422;27194;15178;26575;6116;45627;44925;29815;9.19;42.46;Air
2378;14444;27212;15122;26563;6173;45639;44923;29822;9.19;42.47;Air
2379;14432;27273;15179;26578;6139;45642;44927;29930;9.19;42.46;Air
2380;14463;27264;15217;26572;6123;45665;44980;29808;9.12;42.47;Air
2381;14492;27291;15230;26597;6020;45683;44955;29880;9.12;42.47;Air
2382;14468;27292;15187;26536;6068;45614;44879;29849;9.12;42.46;Air
2383;14418;27299;15143;26619;6143;45636;44934;29865;9.12;42.45;Air
2384;14435;27282;15175;26692;6131;45695;45018;29896;9.12;42.46;Air
2385;14474;27265;15194;26632;6161;45669;44962;29764;9.12;42.46;Air
2386;14430;27332;15167;26502;6128;45566;44937;29818;9.12;42.46;Air
2387;14456;27340;15190;26558;6103;45619;44959;29873;9.19;42.47;Air
2388;14394;27369;15147;26586;6082;45595;44883;29885;9.12;42.47;RH 35ppm
2389;14460;27307;15077;26544;6154;45635;44860;29855;9.19;42.46;RH 35ppm
2390;14475;27320;15093;26562;6114;45599;44949;29881;9.15;42.47;RH 35ppm
2391;14495;27270;15224;26602;6129;45653;44892;29779;9.12;42.46;RH 35ppm
2392;14415;27292;15146;26543;6061;45631;44909;29825;9.12;42.47;RH 35ppm
2393;14347;27293;15219;26609;6120;45638;44921;29860;9.12;42.46;RH 35ppm
2394;14447;27244;15171;26540;6080;45656;44973;29866;9.15;42.45;RH 35ppm
2395;14403;27235;15208;26462;6105;45619;44899;29760;9.15;42.46;RH 35ppm
2396;14414;27252;15144;26549;6109;45581;44973;29877;9.12;42.46;RH 35ppm
2397;14430;27329;15133;26551;6160;45572;44916;29786;9.12;42.46;RH 35ppm
2398;14384;27291;15134;26495;6099;45647;44905;29742;9.19;42.47;RH 35ppm
2399;14432;27227;15190;26569;6111;45673;44913;29812;9.19;42.46;RH 35ppm
2400;14409;27249;15114;26543;6140;45570;44958;29837;9.15;42.45;RH 35ppm
2401;14416;27200;15124;26542;6071;45660;44943;29805;9.15;42.45;RH 35ppm
2402;14463;27204;15173;26608;6143;45602;44861;29818;9.12;42.47;RH 35ppm
2403;14367;27244;15162;26607;6080;45676;44922;29782;9.12;42.46;RH 35ppm
2404;14467;27279;15133;26497;6100;45644;44898;29806;9.12;42.45;RH 35ppm
2405;14436;27184;15118;26620;6101;45651;44909;29798;9.19;42.46;RH 35ppm
2406;14433;27268;15184;26486;6092;45648;45030;29846;9.19;42.46;RH 35ppm
2407;14485;27250;15186;26534;6127;45667;44889;29864;9.12;42.45;RH 35ppm
